rssd9001,bank_name_CR,rssd9348
567053,"FIRST SECURITY BK",1122075
567053,"FIRST SECURITY BK",1128862
567231,"CAPITALSOUTH BK",1925968
567231,"BANK OF AL",1925968
567231,"BANK OF ALABAMA",1925968
567240,"BANK OF JAMESTOWN",1399804
567352,"FIRST NB OF JOHNSTOWN",2507811
567736,"FARMERS ST B&TC",3371701
567736,"FARMERS ST B&TC",0
567754,"COMMUNITY BK NORTHERN WI",1140088
567754,"BRILL ST BK",1140088
567857,"LAFAYETTE CTY BK OF LEXINGTON",2588744
567905,"CITY NB OF NJ",1048849
568117,"CANADIAN IMPERIAL BK NY AGY",0
568126,"ST HENRY BK",0
568126,"SAINT HENRY BK",0
568135,"HOLCOMB ST BK",2391784
568144,"ONE B&T NA",2571269
568144,"ONE B&T",2571269
568238,"CHURCH POINT B&TC",3477528
568238,"CHURCH POINT B&TC",0
568359,"AMERICAN BK OF MO",3450521
568359,"BANK OF MONTGOMERY CTY",3450521
568359,"BANK OF MONTGOMERY CTY",3078130
568359,"BANK OF MONTGOMERY CTY",0
568443,"BANK OF ASH GROVE",0
568470,"PEOPLES BK SB",2237118
568537,"IBJ SCHRODER INTL BK",1238789
568751,"LINDALE ST BK",1138423
568854,"BANK OF STAPLETON",1055566
568939,"FIRST NB OF PICAYUNE",1083318
569039,"HSBC PRIVATE BK INTL",1857108
569039,"HSBC REPUBLIC INTL BK MIAMI",1857108
569039,"REPUBLIC INTL BK OF NY MIAMI",1232554
569253,"SECURITY ST BK",2409924
569422,"FIRST CENTURY BK NA",1076365
569459,"FIRST NB OF LAKE CITY & CREEDE",2042648
569459,"FIRST NB OF LAKE CITY & CREEDE",0
569534,"MCINTOSH ST BK",1871618
569712,"COMMONWEALTH BK OF AUS NY BR",0
569730,"HARRIS BK HUNTLEY",1231333
569945,"DECATUR B&TC NA",1208559
569945,"DECATUR B&TC",1208559
569945,"DECATUR B&TC",1210093
569954,"WINONA SVG BK",0
569972,"BALCONES BK SSB",0
570231,"COLONIAL BK",1080465
570231,"COLONIAL BK NA",1080465
570558,"ARROWHEAD BK",1237447
570651,"FIRST TRI-CTY BK",1054895
570745,"BANCROFT ST BK",1491829
570848,"COMMUNITY BK",2958990
570848,"COMMUNITY BK",2114901
570857,"FIRST ST BK",1140659
570857,"FIRST ST BK",1144189
571135,"CITIZENS BK",1086382
571153,"SUTTON ST BK",0
571265,"DENALI ST BK",1989241
571443,"FARMERS ST BK",0
571519,"BANCO INVERLAT SA NY AGY",0
571564,"WING LUNG BK LA BR",0
571751,"PEOPLES BK",2746704
571920,"FIRST NB",1139149
571920,"FIRST NB OF PANDORA",1139149
571939,"BANCO DE BOGOTA INTL CORP",2809449
571957,"STATE EXCH BK",0
572338,"PEACHTREE BK",2497202
572338,"PEACHTREE BK",1245518
572347,"BANK OF BILLINGS",1061316
572347,"BANK OF BILLINGS",0
572374,"GREAT SOUTHERN BK",2339133
572459,"CITIZENS ST BK",2180223
572459,"CITIZENS ST BK OF MARYSVILLE",2180223
572655,"COMMUNITY BK",2475590
572776,"CROYDON SVG BK",0
573036,"OCONEE ST BK",2729499
573054,"CITY ST BK",1140659
573335,"RIVERSHILLS BK",1082786
573335,"PORT GIBSON BK",1082786
573559,"D'HANIS ST BK",2558206
574051,"HERITAGE BK NA",3792285
574051,"HERITAGE BANK NA",3792285
574051,"COMMUNITY NB",1837968
574471,"STATEWIDE BK",3220313
574529,"FIFTH THIRD BK WESTERN OH",1070345
574556,"CITIZENS ST BK",1067475
574743,"NBD BK",1068294
574949,"FARMERS & MRCH BK",3444203
574949,"FARMERS & MRCH BK",0
574976,"CASHMERE VALLEY BK",3327025
574976,"CASHMERE VALLEY BK",0
575133,"PEOPLES BK",1081332
575254,"CITY BK",3382332
575254,"CITY BK",2033226
575348,"FARMERS NB OF LEBANON",1098451
575357,"STATE BK OF TRENTON",1472118
575375,"SUPERIOR SVG BK",0
575423,"ONE VALLEY BK NA",1074156
575423,"ONE VALLEY BK NA",1075201
575647,"STATE BK SAUNEMIN",0
575656,"DILLEY ST BK",0
575759,"MCCOOK NB",2846275
575759,"MCCOOK NB",1060216
575834,"FIRST NB OF LA",2227182
575834,"FIRST NB OF LOUISIANA",2227182
575834,"FIRST BK NA",2227182
575852,"AMERICAN BK",1127146
575852,"AMERICAN BK",1127801
575955,"FIRST MIDWEST BK OF THE OZARKS",2575230
575955,"FIRST MIDWEST BK PIEDMONT",2575230
576037,"TIPPINS B&TC",3348897
576037,"TIPPINS B&TC",2643568
576130,"BANKTRUST",1138012
576130,"SOUTH ALABAMA BK",1138012
576130,"SOUTH AL BK",1138012
576158,"MAXIMBANK",2966548
576158,"CITIZENS ST BK",0
576354,"STATE BK OF FLORENCE",1125432
576439,"INDIAN RIVER NB",1232497
576439,"INDIAN RIVER NB",1141786
576439,"INDIAN RIVER NB",1416653
576541,"OZARK MOUNTAIN BK",1094314
576608,"MEREDITH VILLAGE SVG BK",0
576644,"GREENWOODS ST BK",3618536
576644,"GREENWOODS ST BK",1199983
576653,"MIDLAND NB OF NEWTON",1928437
576671,"BANK OF THE PACIFIC",2560236
576671,"BANK OF THE PACIFIC",2769404
576671,"BANK OF THE PACIFIC",0
576710,"SKY BK",1071203
576710,"SKY BK OHIO BK REGION",1071203
576710,"OHIO BK",1071203
576859,"WHISPERWOOD NB",1109423
576952,"FIRST NE BK",1057430
577128,"PEOPLES BK NA",1070578
577128,"PEOPLES BKG&TC",1070578
577137,"PACIFIC NB",1129355
577230,"TALBOT ST BK",1249020
577472,"WEST END BK SB",0
577472,"WEST END SVGS BK",0
577904,"CONNECTICUT BK OF COMMERCE",0
578116,"SAVINGS BK",2950716
578116,"SAVINGS BK",0
578237,"COMMONWEALTH NB",3635328
578237,"COMMONWEALTH NB",0
578255,"FIRST UNITED BK",1108163
578273,"HEARTLAND NB",2404639
578554,"CITIZENS CMNTY BK",1398731
578554,"CITIZENS BK OF PILOT GROVE",1398731
578648,"UMB BK NORTH CENTRAL",1049828
578741,"BLC CMNTY BK",2511313
578741,"BANK OF LITTLE CHUTE",2511313
578862,"FIRST ST BK",1832749
579140,"REGIONAL MO BK",1904963
579252,"GOLD BK",1050600
579252,"GOLD BANK NA",1050600
579252,"EXCHANGE NB",1050600
579319,"COMMUNITY FIRST BK NA",2293093
579364,"TEXAS CHAMPION BK",2314260
579364,"BANK OF ALICE",2314260
579636,"MERCHANTS & PLANTERS BK",0
580155,"PLATTE VALLEY BK",2511014
580155,"PLATTE VALLEY NB",2511014
580155,"PLATTE VALLEY NB-MORRILL MINAT",2511014
580164,"CAPITOL T&LA",2349860
580164,"CAPITOL T&LA",0
580258,"JOHNSON BK",1490701
580445,"CITIZENS ST BK OF CALHOUN",1131349
580548,"BANK OF LUXEMBURG",1209743
580623,"NATIONAL BK OF SC",1078846
580623,"NATIONAL BK OF SC",1140707
580726,"EAST CAROLINA BK",2686659
580847,"LEWISBURG BKG CO",1250071
580959,"AMERICAN BK",0
581116,"CUSTAR ST BK",0
581161,"TEXAS COUNTRY BK",1878411
581237,"FIRST NAVY BK",1129515
581358,"STATE NB&TC",1965768
581741,"PLANTERS BK",1078332
581741,"PLANTERS BK",2270807
582177,"HUNTINGDON VALLEY BK",0
582234,"OLD SECOND BK KANE CTY",1206911
582234,"KANE CTY BK",1206911
582234,"KANE CTY B&TC",1206911
582579,"FIRST AMERICAN BK",1098620
582636,"AMCORE BK ALEDO",1208661
582654,"KANSAS ST BK",0
582766,"SCHWERTNER ST BK",0
582953,"CHARTER WEST NB",1132579
583138,"FIRST T&SB ALBANY",1125487
583147,"FIRSTAR BK WI",2724645
583268,"SCHERTZ B&TC",1105443
583352,"FIRST NB",3018958
583352,"FIRST NB",0
583428,"CITIZENS-STATE BK OF STRASBURG",1071502
583455,"FIRST NB OF WEST POINT",1120754
583455,"FIRST NB OF WEST POINT",1249440
583745,"SUMNER NB OF SHELDON",0
583754,"DUBLIN NB",0
583905,"KENNEBEC SVG BK",0
583932,"FIRST BK",1081912
584377,"KITSAP BK",2603991
584724,"CITIZENS SVG BK",1071502
584920,"FIDELITY BK",1249002
585150,"ARIZONA BK",1078529
585235,"ALGONQUIN ST BK NA",1201989
585543,"BK OF LOUISVILLE",1074156
585543,"BK OF LOUISVILLE",1098095
585655,"FIRST NB OF OTIS",1054813
585749,"PILOT GROVE SVG BK",1881532
586027,"FIRST BK OF OH",1069714
586175,"FAR WEST BK",1842083
586205,"CITIZENS BK OF CT",1245796
586241,"PLEASANTVILLE ST BK",1138320
586335,"BANK OF MOUNDVILLE",2317690
586353,"NBC BK NA",1100840
586858,"FIRST NB",3570728
586858,"FIRST NB",0
586960,"PEOPLES ST BK",1131899
587172,"FRONTIER ST BK",1076262
587172,"FRONTIER ST BK",2321790
587275,"REGIONAL BK",1209109
587350,"BANK OF KS",1062621
587350,"BANK OF KS",1052882
587574,"ARCOLA HMSTD SVGS BK",3616756
587574,"ARCOLA HMSTD SVGS BK",0
587677,"EUREKA SVG BK",0
587743,"COMMUNITY BK CENTRAL WI",2425120
587752,"FIRST CO NB",3556375
587752,"FIRST NB OF PAONIA",1056705
587800,"LIBERTY BK",0
588058,"STATE NB TX",1104558
588058,"STATE NB",1104558
588245,"BANK DEERFIELD",1416738
588348,"SAVINGS BK",3104794
588348,"PRIMGHAR SVG BK",3104794
588348,"PRIMGHAR SVG BK",0
588441,"ILLINI BK",1209761
588517,"WARWICK SVG BK",2615770
588553,"COMMERCE BK NA",1049341
589037,"FIRST NB ELMHURST",1090987
589158,"GREAT PLAINS BK",1125898
589439,"ANDALUSIA CMNTY BK",3071908
589439,"ANDALUSIA CMNTY BK",0
589457,"FIRST ST B&TC",1050600
589523,"BANK OF TRAVELERS REST",2730383
589943,"LINCOLN SVG BK",1210169
590109,"HOMETOWN BK",0
590145,"FIRST NB OF REMBRANDT",0
590220,"BANK OF STANLY",2082532
590248,"TOWN & CNTRY BK SPRINGFIELD",1208531
590501,"BANK JULIUS BAER & CO NY BR",0
590640,"FIRST NB OF OXFORD",1097070
590855,"COMMUNITY SOUTH BK",1140341
590855,"CITIZENS ST BK",1140341
590949,"BANK OF GENEVA",2749433
591003,"BANK OF SCOTLAND PLC NY BR",0
591003,"GOVERNOR&CO BK SCOTLAND NY BR",0
591003,"BANK OF SCOTLAND NY BR",0
591209,"PISCATAQUA SVG BK",0
591320,"ARTHUR ST BK",3136973
591320,"ARTHUR ST BK",1140024
591357,"PEOPLES BK",2306993
591357,"PEOPLES BK",1989166
591366,"FIRST NB",2184333
591740,"PEOPLES T&SB",1203910
591825,"COMMUNITYONE BK NA",1133473
591825,"FIRST NB&TC",1133473
591834,"BANK OF PRATTVILLE",1079740
591834,"BANK OF PRATTVILLE",1086793
591843,"AMCORE BK NA ROCK RIVER VALLEY",1208661
591852,"FIRST FNCL BK NA",1102312
591852,"EASTLAND NB",1102312
591900,"BOSTON OVERSEAS FNCL CORP",1073757
591900,"BOSTON OVERSEAS FNCL CORP",1113514
591900,"BOSTON OVERSEAS FNCL CORP",1112076
591937,"SUBURBAN B&TC",2327541
592130,"TYLERTOWN BR",1246681
592130,"TYLERTOWN BR",1084892
592439,"FIRST SCTY T&SB",2125523
592448,"EVOLVE B&TC",3343351
592448,"FIRST ST BK",3343351
592448,"FIRST ST BK",1142411
592550,"QUOIN FNCL BK",1143128
592550,"FIRST ST BK MILLER",1143128
592550,"FIRST ST BK MILLER",1143267
592550,"FIRST ST BK MILLER",2464361
592608,"NATIXIS NY BR",0
592608,"NATEXIS BANQUES POP NY BR",0
592608,"NATEXIS BANQUE NY BR",0
592644,"GREENFIELD BKG CO",1205996
592822,"GREAT LAKES BK",2571755
592831,"STATE BK ANNAWAN",1210048
592831,"STATE BK ANNAWAN",1491883
592859,"HILLSBORO ST BK",1063132
593007,"CAMDEN NB",1130249
593052,"PLAINS CMRC BK",0
593052,"BANK OF HOVEN",0
593249,"PEOPLES BK",1097061
593333,"FIRST NB OF ARENZVILLE",2734073
593333,"FIRST NB OF ARENZVILLE",0
593351,"TIGHTWAD BK",2889870
593351,"READING ST BK",2889870
593351,"READING ST BK",0
593753,"UMB BK COLORADO NA",1049828
593753,"UMB BK COLORADO",1049828
593771,"LIBERTY BK",0
593838,"LUMPKIN CTY BK",0
593847,"FIRST AMER BK",1207431
593865,"WEST COAST BK",1029893
593940,"BANK OF STRONGHURST",0
593977,"SOUTH END SVG SB",0
594134,"COMMUNITY BK",1129430
594433,"CB&S BK",1493654
594433,"CITIZENS BK & SVG CO",1493654
594442,"BANK OF SUGAR GROVE",1206911
594451,"FIRST NB",0
594639,"FIRST NB OF GONZALES",1079740
594639,"FIRST NB OF GONZALES",1843204
594714,"WNB BK",1117156
594714,"WILLIAMSPORT NB",1117156
594853,"CITIZENS NB NA",2344856
594853,"CITIZENS NB",2344856
594938,"APPLE RIVER ST BK",1143052
594947,"BANK FIRST NAT",1208009
594947,"FIRST NB MANITOWOC",1208009
595038,"ERIE ST BK",1207981
595337,"VALLEY ST BK",1493609
595430,"STATE BK THE LAKES",2260406
595430,"STATE BK THE LAKES",1204878
595449,"MARATHON ST BK",0
595560,"FIRST NB",1104017
595560,"FIRST NB",2532943
595618,"CITIZENS NB",1117192
595869,"CATHAY BK",1843080
595878,"AMERICAN GEN FNCL CTR",0
595944,"SANBORN SVG BK",1202922
595953,"FARMERS ST BK OF DENTON",1989830
596026,"PINNACLE ST BK",3136973
596026,"PINNACLE ST BK",1140042
596026,"WOODRUFF ST BK",1140042
596053,"FIRST NB OF FAIRFIELD",1127333
596062,"CITY NB",1131666
596156,"CAPITAL BK",3035227
596156,"CAPITAL BK",3072660
596156,"CAPITAL BK",1106280
596352,"BANK OF TELLURIDE",2141028
596361,"CITICORP TR NA",1951350
596400,"AMERICAN SVG BK",0
596455,"FIRST MADISON VALLEY BK",1123616
596642,"HOMEBANK OF AR",3029196
596642,"PEOPLES BK",3029196
596642,"PEOPLES BK",1132627
596848,"AMERICAN T&SB",1134694
596978,"MARATHON SVG BK",0
597041,"SAVANNA-THOMSON ST BK",3084999
597041,"THOMSON ST BK",1200272
597162,"FIRST NB OF N CTY",1127913
597162,"FIRST NB OF NORTH CTY",1127913
597256,"MANSFIELD ST BK",0
597313,"PEOPLES ST BK OF WYALUSING",1143959
597452,"AMERICAN B&TC",1104615
597546,"PREMIER CMNTY BK",1210749
597546,"MARION ST BK",1210749
597555,"UMB NB OF AMER",1049828
597658,"FIRST ST BK OF FORSYTH",1247017
597751,"FIRST NB",3472411
597751,"FIRST NB",1107979
597957,"FIRST NB IN WALSENBURG",1427501
598002,"SAVINGS BK OF WALPOLE",0
598048,"STEPHENSON NB&TC",1245509
598132,"SECURITY ST BK",1080885
598150,"FAIRVIEW BK",1919976
598338,"BANK OF CARBON HILL",2243801
598374,"MIDWESTONE BK",1966774
598534,"FIDELITY BK",1081118
598534,"FIDELITY NB",1081118
598543,"SIBLEY ST BK",1199808
598543,"SIBLEY ST BK",3115259
598543,"SIBLEY ST BK",1021570
598646,"TUSCOLA NB",1840016
598954,"JEFFERSON B&TC",1094613
599157,"ELECTRA ST B&TC",1104558
599401,"BAYERISCHE LANDESBANK NY BR",0
599643,"FARMERS ST BK",1249691
599652,"CITIZENS ST B&TC",1050600
599737,"FIRST CMNTY BK OF HENRY CTY",1357091
599755,"COMMUNITY FIRST BK OF GLENDIVE",1122954
599764,"AMERICAN NB TX",1895007
599858,"FIRST NB",0
599951,"WELLS FARGO BK NM NA",1120754
599951,"NORWEST BK NM NA",1120754
600129,"PROGRESSIVE BK NA",1070336
600174,"BAY VIEW BK NA",2736282
600222,"F&M BK-PEOPLES",1074156
600222,"F&M BK-PEOPLES",1074567
600419,"KISHACOQUILLAS VALLEY NB",1141889
600651,"AMERICAN ST BK OF PIERRE",1128545
601032,"FAIRVIEW ST BKG CO",0
601041,"FIRST ST BK OF BEECHER CY",3122837
601041,"FIRST ST BK OF BEECHER CY",0
601050,"COMMERCE BK NA",1049341
601153,"FARMERS & MERCHANTS ST BK",1363748
601416,"FIVE STAR BK",1032464
601416,"FIRST TIER B&TC",1032464
601434,"CENTRAL BK",1205062
601443,"BANK OF MAUSTON",1205857
601564,"TREATY OAK BK",3228579
601564,"TREATY OAK BK",3228588
601564,"TEXLINE ST BK",3228588
601564,"TEXLINE ST BK",0
601658,"ALLIANCE BK CENT TX",3615441
601658,"STATE BK",3615441
601658,"STATE BK",0
601733,"PEOPLES SOUTHERN BK",1426906
602048,"STATE BK",1248818
602150,"JOURDANTON ST BK",0
602235,"SOUTHLAND BK",1082067
602356,"PEOPLES NB",1995103
602356,"PEOPLES NB MONUMENT",1995103
602543,"PETEFISH SKILES & CO",2728652
602833,"ABN AMRO BK NV MIAMI AGY",0
602833,"ABN AMRO BK NV MIAMI AGENCY",0
602842,"DYSART ST BK",1130717
602851,"MISSOURI ST B&TC",1199497
602851,"MISSOURI ST B&TC",2571906
603232,"BANK OF GUEYDAN",1084801
603540,"BLACK RIVER CNTRY BK",1978656
603540,"BLACK RIVER CNTRY BK",1128769
603559,"FARMERS ST BK",1989643
603755,"FIRST ST BK",0
603951,"PINNACLE BK NA",1053272
603951,"FIRST NB",1053272
604024,"MINSTER BK",2795702
604024,"MINSTER BK",0
604033,"FIRST NB ASSUMPTION",0
604378,"LOCAL OKLAHOMA BK",2776073
604378,"LOCAL OKLAHOMA BK NA",2776073
604453,"FIRST ST BK",1416587
604547,"HEARTLAND BK",1249105
604556,"RAVALLI COUNTY BK",1127584
604640,"WATERMAN ST BK",1141179
604725,"PNC BK INTL",1069778
604734,"HARRIS BK FRANKFORT",1231333
604930,"BANCO SANTANDER CENTRAL HISPAN",0
604930,"BANCO SANTANDER SA MIAMI AGY",0
605058,"CITIZENS ST BK",2003975
605058,"CITIZENS ST BK",1122084
605133,"FIRST NB CENT FL",2349468
605133,"FIRST NB CENTRAL FLORIDA",2349468
605133,"FIRST NB CENTRAL FL",2349468
605263,"ORANGE NB",1141777
605432,"BANCO IND DE VENEZUELA MIA AGY",0
605432,"BANCO IND DE VENEZUELA CA MIAM",0
605610,"SAWYER SVG BK",0
605638,"STATE BK AUBURN",1097182
605656,"FIRST ST B&TC",1059340
605852,"KATY BK NA",2928461
605852,"KATY BK NA",0
605852,"KATY BK NA",2858764
605870,"CENTRALIA SVG BK",2350491
606046,"BANCORPSOUTH BK",1097614
606073,"GRIFFITH SVGS BK",0
606130,"FIRST ST BK",2310217
606130,"FIRST ST BK ATWOOD",2310217
606309,"HUDSON RIVER BK & TC",0
606569,"FIRST CHARTER BK NA",0
606653,"INDEPENDENCE BK",2351274
606653,"FIRST SECURITY BK OF HAVRE",2351274
606831,"OLD KENT NA",1199705
607146,"CENTRAL ST BK",1203769
607333,"MIDWEST CMNTY BK",1205585
607333,"MIDWEST BK OF FREEPORT",1205585
607342,"FIRST NB OF BRIDGEPORT",1132654
607511,"FARMERS B&TC",1098732
607539,"LLOYDS TSB BK PLC MIAMI AGY",0
607539,"LLOYDS BK PLC MIAMI AGY",0
607931,"BIG LAKE NB",1137248
607959,"FIRST-NICHOLS NB",2600655
608358,"GARFIELD COUNTY BK",1842551
608367,"FIRST ST BK",1138423
608451,"FIRST NB",0
608844,"STATE BK IL",1201532
608938,"CENTRAL BK FULTON",1492273
608938,"MARQUETTE BK FULTON",1831760
608938,"FULTON ST BK",1831760
609010,"FIRST NB OF ELMER",2947985
609010,"FIRST NB OF ELMER",0
609243,"UNION B&TC",1200704
609373,"VALLEY SVG BK",0
609467,"UNITED PACIFIC BK",0
609609,"BNB BK NA",1398973
609609,"BROADWAY NB",1398973
609618,"BANK OF GERMANTOWN",2007647
609645,"ELGIN ST BK",1206210
609832,"TOMPKINS ST BK",1491388
610052,"FIRST NB OF TRIBUNE",2146359
610052,"FIRST NB OF TRIBUNE",0
610128,"BANK OF SOUTHSIDE VA",1076105
610155,"MOUNTAIN WEST BK NA",2256539
610155,"BANKWEST NA",2256539
610155,"BANKWEST NA",2522926
610164,"HERRING BK",1109496
610164,"HERRING NB",1109496
610539,"BANK OF EDISON",1086140
610557,"THREE RIVERS BK OF MT",1138366
610557,"FIRST SECURITY BK KALISPELL",1138366
610623,"MERCANTILE CTY BK",1069778
610623,"MERCANTILE CTY BK",1072442
610623,"COUNTY BKG&TC",1072442
610771,"COMMUNITY FIRST BK",1074156
610771,"COMMUNITY FIRST BK",2569266
610847,"MONTROSE ST BK",3219166
610847,"MONTROSE ST BK",0
610913,"FIRST NB",1823747
610913,"FIRST NB OF GRAYSON",1823747
611031,"PEOPLES BK",1085901
611246,"FARMERS ST BK OF CAMP POINT",1209761
611246,"FARMERS ST BK OF CAMP POINT",0
611406,"BANCA CASSA DI RISPARMIO NY BR",0
611451,"THIRD NB OF SEDALIA",1094314
611639,"SUBURBAN BK BARRINGTON",1231333
611732,"METTER BKG CO",1074156
611732,"METTER BKG CO",1083130
611947,"DEES BK OF HAZEL",1095571
611947,"DEES BK OF HAZEL",0
612159,"TREGO WAKEENEY ST BK",1060131
612346,"BANK IA",1202762
612346,"BANK IA NA",1202762
612364,"FIRESIDE BK",0
612364,"FIRESIDE THRIFT CO",0
612551,"PINE RIVER VALLEY BK",2042648
612618,"PROVIDENT BK",1069125
612618,"PROVIDENT BK",1070617
612720,"COMMERCIAL & FARMERS BK",2494135
612757,"EXPRESS BK",2949019
612757,"EXPRESS BK",0
612841,"FIRST NB&TC",1098303
613008,"ROCKLAND TC",1136803
613156,"FIRST NB OF MT",1134845
613213,"BLUE BALL NB",1139813
613222,"PEOPLES BK OF ELKTON",1117129
613231,"PCB THE CMNTY BK",1866155
613231,"PEOPLES CMNTY BK",1866155
613307,"PEOPLES BK",1246702
613334,"FIRST NB GEORGETOWN",1204618
613343,"CARLINVILLE NB",1245460
613400,"PEOPLESBANK",3186585
613400,"PEOPLES SVG BK",0
613464,"GOLDEN SCTY BK",0
613512,"HNB BK NA",1095571
613558,"MONTGOMERY BK NA",1119495
613558,"MONTGOMERY FIRST NB",1119495
613558,"FIRST NB OF THE MID SOUTH",1119495
613754,"FARMERS NB OF KANSAS",1051380
613754,"FARMERS NB OF KANSAS",1138816
613839,"EXCHANGE BK",1085862
613950,"FIRST NB TX",1108097
614256,"FIRST NB OF KS",1051371
614313,"STATE B&TC",1071454
614340,"CSB BK",1248603
614368,"FIRST NB",1105751
614751,"MANHATTAN BK",2851318
614751,"MANHATTAN ST BK",2851318
614751,"MANHATTAN ST BK",0
614854,"TEXAS CENTRAL BK NA",2622095
614948,"FIRST NB",1099618
615075,"FINDLAY SVG BK",0
615217,"NORTH SIDE B&TC",0
615253,"FIRST ST BK OF MALTA",1857171
615329,"FOREST HILL ST BK",1072442
615459,"MISSOURI B&TC",2655534
615552,"MARQUETTE BK SD NA",1123193
615851,"FARMERS ST BK",0
615954,"BITTERROOT VALLEY BK",1128880
616036,"SOUTH LA BK",1086298
616036,"SOUTH LOUISIANA BK",1086298
616148,"FIRST NB IN FAIRFIELD",1245385
616410,"DELAWARE CTY B&TC",2497462
616540,"SECURITY SVG BK",2339928
616755,"FIRSTBANK OF BOULDER",1060627
616755,"FIRSTBANK OF BOULDER",1928165
616849,"VICTOR ST BK",1133615
617024,"NEWBRIDGE BK",1076002
617024,"LEXINGTON ST BK",1076002
617051,"CITIZENS BK NA",1106990
617145,"CITIZENS BK",1099270
617275,"HOLLADAY B&TC",0
617341,"WALKER ST BK",1203910
617453,"DAYTON ST BK",2496335
617453,"DAYTON ST BK",0
617538,"GLASFORD ST BK",1095058
617538,"GLASFORD ST BK",1201354
617734,"CHASE MANHATTAN PRIVATE BK NA",1039502
617743,"FIRST NB",3696141
617743,"FIRST NB",1131778
618405,"WORONOCO SVG BK",0
618423,"SECURITY DOLLAR BK",1248096
618544,"EXCHANGE ST BK",2668468
618647,"FIRST NB FARRAGUT",2247498
618656,"KLEIN BK",1110036
618740,"OHIO VALLEY FNCL GROUP",1097221
618740,"OHIO VALLEY BK",1097221
618740,"OHIO VALLEY NB OF HENDERSON",1097221
618807,"SALEM FIVE CENTS SVG BK",3365858
618807,"SALEM FIVE CENTS SVG BK",0
619327,"FARMERS BK WINDSOR VA",0
619327,"FARMERS BK",0
619457,"FLINT CREEK VALLEY BK",2323495
619701,"AVIDIA BK",2465528
619701,"HUDSON SVG BK",2465528
619859,"FIRST CMNTY NB",1096037
620015,"FIRST NB",1132168
620015,"FIRST NB OF JACKSON",1132168
620051,"GREENE COUNTY BK",1096336
620211,"TRUSTCO BK NA",1048513
620305,"CAPE COD B&TC CO NA",2745118
620305,"CAPE COD B&TC",2745118
620369,"FIRST NB",0
620453,"STATE BK",2663838
620752,"FIRST CITIZENS BK POLSON NA",1128330
620752,"FIRST CITIZENS BK OF POLSON",1128330
620930,"FIRST NB GRANT PARK",2256221
620930,"FIRST NB OF GRANT PARK",2256221
621151,"FARMERS ST BK OF BRUSH",1062528
621245,"WAYLAND ST BK",2166003
621357,"STATE BK",0
621375,"NORTHWESTERN BK",0
621375,"NORTHWESTERN SVG B&TC",0
621432,"HERITAGE CMNTY BK",1200795
621432,"HERITAGE COMM BK",1200795
621441,"BUENA VISTA NB",1399578
621441,"BUENA VISTA NB OF CHESTER",1399578
621674,"FIRST CMRC BK",3225420
621674,"FIRST CMRC BK",0
621674,"BRENTWOOD BK OF CA",0
621852,"TWIN LAKES NB",1131451
622037,"FIRST NB OF JEANERETTE",1085303
622439,"UNITED BKG CO",1086814
622644,"FIRST CITY B&TC",1095571
622653,"FARMERS & STOCKMENS OF CLAYTON",2003108
622756,"COLLEGIATE PEAKS BK",3465253
622756,"COLLEGIATE PEAKS BK",3254952
622756,"COLLEGIATE PEAKS BK",1057935
622756,"COLLEGIATE PEAKS BK",1050990
622774,"CENTRAL BK",1025662
622774,"CENTRAL BK",1956186
622831,"SECURITY BK OF JONES CTY",2244358
622831,"BANK OF GRAY",0
623052,"LAMESA NB",0
623137,"SUNTRUST BK AL NA",1131787
623258,"FIRSTBANK BRECKENRIDGE",1060627
623258,"FIRSTBANK BRECKENRIDGE",1928165
623306,"NEWMIL BK",1247110
623306,"NEW MILFORD SVG BK",1247110
623445,"MAINSOURCE BK",1209109
623445,"MAIN SOURCE BK",1209109
623445,"PEOPLES TC",1209109
623454,"BANK & TR SSB",0
623511,"BANCO PROVINCIA BUENOS NY AGY",0
623548,"CLAY CITY BKG CO",2576415
623922,"OAK HILL BK",1070448
623922,"OAK HILL BK",1070747
623922,"OAK HILL BKS",1070747
624152,"FIRST ST BK",1842971
624152,"WILMOT ST BK",1842971
624246,"FORT MADISON B&TC",1357037
624563,"FIRST NB",0
624648,"FARMERS SVG BK",1416569
624826,"FIRST VA BK-BLUE RIDGE",1074156
624826,"FIRST VA BK-BLUE RIDGE",1071968
624956,"VALLEY BK OF RONAN",1141580
625056,"FIRST SECURITY BK OF ROUNDUP",1128349
625065,"CITIZENS ST BK",3181405
625065,"CITIZENS ST BK",1108145
625140,"LEE CTY B&T NA",1143810
625159,"COMMERCE BK",1104231
625355,"FREMONT NB OF CANON CITY",1120754
625355,"FREMONT NB OF CANON CITY",1066067
625449,"WEST LIBERTY ST BK",1142372
625449,"WEST LIBERTY ST BK",1201886
625618,"BANCO NACIONAL MEXICO NY AGY",0
625654,"COUNTRY CLUB BK NA",1053496
625757,"NORTHERN ST BK",1127799
625850,"BANK OF VERSAILLES",3643837
625850,"BANK OF VERSAILLES",0
625953,"BANK OF WINNFIELD & TC",3723953
625953,"BANK OF WINNFIELD & TC",0
626101,"SAVINGS BK OF DANBURY",0
626110,"BANCO UNION CA NY AGY",0
626352,"OSAGE VALLEY BK",2038409
626352,"OSAGE VALLEY BK",1066021
626446,"FIRSTAR BK MISSOURI NA",2724645
626446,"MERCANTILE BK NA",2724645
626446,"MERCANTILE BK NA",1094211
